id,first_name,last_name,gender,part_time_job,absence_days,extracurricular_activities,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,class,average_score,academic_performance,over_absence_days,final_academic_performance,major_group
222,Rachel,Alvarez,female,FALSE,3,FALSE,Software Engineer,95,87,79,95,84,90,74,A,87.3,excellent,No,excellent,computer science
223,Charles,Robertson,male,FALSE,7,FALSE,Software Engineer,99,61,75,68,66,90,99,A1,82.2,good,Yes,average,computer science
224,Steven,York,male,FALSE,5,FALSE,Designer,65,72,96,69,78,93,72,B,75.7,good,Yes,average,art
225,Robert,Dougherty,male,FALSE,7,FALSE,Business Owner,85,55,74,71,66,50,99,B,72.2,good,Yes,average,economics
226,Vanessa,Wheeler,female,FALSE,7,TRUE,Business Owner,69,78,57,72,71,96,87,A,72.8,good,Yes,average,economics
227,Emily,Mcclure,female,FALSE,7,FALSE,Business Owner,75,76,88,65,97,83,85,C,81.3,excellent,Yes,good,economics
228,Angela,Thomas,female,FALSE,7,TRUE,Software Engineer,91,78,72,69,77,91,96,C,83.9,excellent,Yes,good,computer science
229,Roberto,Evans,male,FALSE,3,FALSE,Real Estate Developer,92,95,61,98,89,85,80,A,85.1,good,No,good,economics
230,Christopher,Perez,male,FALSE,7,FALSE,Unknown,62,64,65,86,67,94,68,A1,72.7,good,Yes,average,unknown
231,William,Torres,male,TRUE,2,FALSE,Software Engineer,87,91,98,94,100,87,89,B,92.7,excellent,No,excellent,computer science
232,Lisa,Gardner,female,FALSE,3,FALSE,Software Engineer,97,88,87,61,86,92,94,C,87.9,good,No,good,computer science
233,Catherine,Owens,female,FALSE,1,FALSE,Government Officer,97,92,79,88,92,99,85,C,90.8,excellent,No,excellent,politology
234,Keith,Summers,male,FALSE,5,FALSE,Designer,98,88,92,84,90,90,71,A,88.7,excellent,Yes,good,art
235,Linda,Adams,female,FALSE,1,FALSE,Software Engineer,96,67,88,95,82,75,84,C,81.3,excellent,No,excellent,computer science
236,Michael,Wright,male,TRUE,7,FALSE,Business Owner,98,89,81,56,72,74,94,A,79.9,good,Yes,average,economics
237,Kyle,James,male,FALSE,2,FALSE,Lawyer,87,82,95,81,85,84,73,A1,85.3,excellent,No,excellent,law
238,Christopher,Cook,male,FALSE,0,FALSE,Construction Engineer,96,80,86,94,63,72,75,C,79.3,good,No,good,computer science
239,John,Conley,male,FALSE,2,FALSE,Unknown,82,74,77,95,81,76,91,A,83,excellent,No,excellent,unknown
240,David,Barnett,male,FALSE,6,FALSE,Software Engineer,100,72,99,64,70,93,67,A,82.8,good,Yes,average,computer science
241,Peter,Garner,male,FALSE,0,FALSE,Software Engineer,91,81,91,76,100,92,87,A,87.6,excellent,No,excellent,computer science
242,Douglas,Stewart,male,FALSE,6,FALSE,Business Owner,87,62,85,64,63,61,85,A1,74,good,Yes,average,economics
243,Heidi,Jones,female,FALSE,6,FALSE,Banker,75,95,84,87,78,82,86,B,82.7,excellent,Yes,good,economics
244,Jeremy,Daniels,male,TRUE,1,FALSE,Banker,86,78,61,71,94,92,65,C,78.2,good,No,good,economics
245,Dustin,Dodson,male,FALSE,4,TRUE,Accountant,94,62,97,96,74,68,69,A1,81.9,good,No,good,economics
246,Christopher,Cohen,male,FALSE,4,FALSE,Accountant,99,64,92,78,30,78,88,A1,79.8,below average,No,below average,economics
247,Willie,Ellis,male,FALSE,1,FALSE,Government Officer,84,91,94,66,78,71,93,A1,82.6,excellent,No,excellent,politology
248,Robert,Hawkins,male,FALSE,3,FALSE,Stock Investor,92,81,68,96,99,92,79,A1,85.9,excellent,No,excellent,economics
249,Stacy,Jordan,female,FALSE,2,FALSE,Software Engineer,95,84,95,72,62,80,83,A,83.3,good,No,good,computer science
250,Robert,Swanson,male,FALSE,3,FALSE,Lawyer,90,88,94,99,92,87,97,A,93,excellent,No,excellent,law
251,Holly,Henderson,female,FALSE,3,FALSE,Artist,93,100,87,66,85,96,87,C,89.7,excellent,No,excellent,art
252,Debra,Valdez,female,FALSE,1,FALSE,Designer,69,63,88,73,83,74,94,A1,77.5,good,No,good,art
253,Vincent,Robertson,male,FALSE,1,FALSE,Game Developer,97,80,80,65,91,67,84,A1,80.8,excellent,No,excellent,computer science
254,Karen,Spencer,female,FALSE,0,FALSE,Accountant,76,72,80,92,41,90,78,B,73.8,average,No,average,economics
255,Nathan,Riley,male,FALSE,3,FALSE,Unknown,85,85,92,86,99,86,93,A1,88.9,excellent,No,excellent,unknown
256,Andrea,Sutton,female,FALSE,7,TRUE,Software Engineer,91,87,89,97,93,87,100,C,91.8,excellent,Yes,good,computer science
257,Tracey,Turner,female,FALSE,7,TRUE,Accountant,82,95,92,62,73,75,93,C,83.5,good,Yes,average,economics
258,Tammy,Olsen,female,TRUE,7,FALSE,Business Owner,59,56,87,97,62,74,61,B,71.4,good,Yes,average,economics
259,Sheila,Wilkinson,female,FALSE,9,TRUE,Business Owner,78,71,73,51,80,84,65,B,71.1,good,Yes,average,economics
260,Nathan,Padilla,male,FALSE,2,FALSE,Construction Engineer,89,65,82,65,76,95,62,C,75.6,good,No,good,computer science
261,Sarah,Santiago,female,FALSE,3,FALSE,Software Engineer,86,91,92,96,90,96,90,B,91.3,excellent,No,excellent,computer science
262,Christopher,Cruz,male,FALSE,4,FALSE,Artist,76,93,65,95,76,88,88,A,81.7,excellent,No,excellent,art
263,Nicholas,Sanders,male,TRUE,2,FALSE,Unknown,79,68,63,72,81,67,67,B,72.9,good,No,good,unknown
264,Jessica,Waters,female,FALSE,3,FALSE,Lawyer,91,96,77,76,80,97,80,B,84.4,excellent,No,excellent,law
265,James,Miller,male,FALSE,5,FALSE,Business Owner,89,66,80,77,60,88,74,B,76,good,Yes,average,economics
266,Adam,Kane,male,FALSE,3,FALSE,Unknown,97,94,81,97,79,86,63,A,87.2,good,No,good,unknown
267,Patricia,Gonzalez,female,FALSE,3,TRUE,Banker,100,86,74,96,80,99,76,A1,88.4,excellent,No,excellent,economics
268,Whitney,Holmes,female,FALSE,1,FALSE,Doctor,96,68,87,96,91,68,65,A1,82.2,excellent,No,excellent,healthcare
269,Rachel,Hamilton,female,FALSE,7,FALSE,Banker,94,64,100,71,84,92,99,A,86.9,good,Yes,average,economics
270,Melissa,Marshall,female,FALSE,2,FALSE,Software Engineer,98,68,80,75,80,81,60,A,79.5,good,No,good,computer science
271,Jacob,Henderson,male,FALSE,1,FALSE,Business Owner,53,71,98,95,94,71,77,C,77.8,good,No,good,economics
272,Melissa,Huerta,female,FALSE,7,FALSE,Business Owner,44,64,58,66,87,62,68,A1,61.3,average,Yes,below average,economics
273,Kevin,Camacho,male,FALSE,0,FALSE,Unknown,85,70,73,95,100,70,94,A,84,excellent,No,excellent,unknown
274,Anthony,Martinez,male,TRUE,10,FALSE,Business Owner,51,91,67,79,58,52,75,B,66.1,average,Yes,below average,economics
275,Randy,Rodriguez,male,FALSE,1,FALSE,Lawyer,90,89,82,74,67,92,82,B,80.7,excellent,No,excellent,law
276,Patrick,Vazquez,male,FALSE,1,FALSE,Software Engineer,100,92,90,66,73,68,70,A,81.5,excellent,No,excellent,computer science
277,Kim,Flores,female,TRUE,7,FALSE,Business Owner,95,73,61,91,84,92,94,A,83.7,good,Yes,average,economics
278,Robert,Salazar,male,FALSE,1,TRUE,Lawyer,76,81,96,74,75,80,98,A,82.6,excellent,No,excellent,law
279,Victoria,Vasquez,female,FALSE,1,FALSE,Designer,71,98,96,60,90,79,72,B,78.7,good,No,good,art
280,Ricardo,Macias,male,FALSE,3,FALSE,Banker,95,60,87,71,91,84,98,B,84.3,good,No,good,economics
281,Brandi,Bauer,female,FALSE,7,TRUE,Software Engineer,92,88,76,93,69,75,97,A,85.1,excellent,Yes,good,computer science
282,Jorge,Roth,male,FALSE,5,FALSE,Scientist,82,95,96,100,89,64,91,C,86.7,good,Yes,average,science researching
283,Benjamin,Davis,male,FALSE,3,FALSE,Lawyer,85,94,83,76,77,81,92,A,83.2,excellent,No,excellent,law
284,Nancy,Pierce,female,TRUE,4,TRUE,Artist,82,85,75,92,76,95,85,A1,84.2,excellent,No,excellent,art
285,Catherine,Weiss,female,FALSE,2,FALSE,Stock Investor,98,77,94,63,69,88,100,A,84.4,good,No,good,economics
286,Jacob,Perez,male,FALSE,5,TRUE,Doctor,93,96,94,84,91,67,68,A,86.4,excellent,Yes,good,healthcare
287,Penny,Zuniga,female,FALSE,7,TRUE,Lawyer,84,97,60,100,83,88,94,A1,83.8,good,Yes,average,law
288,Anthony,Cox,male,FALSE,4,FALSE,Unknown,81,95,76,60,61,98,77,C,81.8,good,No,good,unknown
289,Angela,Nelson,female,FALSE,8,FALSE,Business Owner,62,64,84,67,78,51,62,A1,66.5,average,Yes,below average,economics
290,Lisa,White,female,FALSE,6,FALSE,Software Engineer,92,70,60,94,87,90,86,C,82.5,good,Yes,average,computer science
291,Robin,Parker,female,FALSE,2,TRUE,Teacher,64,93,61,61,74,94,64,B,71,good,No,good,teaching
292,Cynthia,Shields,female,TRUE,1,FALSE,Game Developer,89,67,97,67,75,94,93,C,83.6,excellent,No,excellent,computer science
293,Pamela,Wilkinson,female,FALSE,8,FALSE,Accountant,99,88,84,87,36,96,86,A1,85.5,average,Yes,below average,economics
294,Brenda,Nichols,female,FALSE,2,FALSE,Banker,95,82,93,99,66,93,86,A,90.1,excellent,No,excellent,economics
295,Laura,Rodriguez,female,TRUE,6,FALSE,Designer,72,92,67,100,70,94,81,A,81.5,excellent,Yes,good,art
296,Julie,Carey,female,FALSE,2,TRUE,Government Officer,68,89,68,90,68,99,74,C,81.8,excellent,No,excellent,politology
297,Barbara,Andrews,female,FALSE,3,FALSE,Accountant,92,69,78,68,70,80,73,C,75.2,good,No,good,economics
298,Tracy,Johnson,male,FALSE,2,FALSE,Game Developer,97,74,97,60,65,90,97,C,84.1,good,No,good,computer science
299,Sarah,Oconnor,female,FALSE,1,FALSE,Unknown,81,92,94,77,84,63,64,B,79.7,good,No,good,unknown
300,Joseph,Landry,male,FALSE,3,FALSE,Software Engineer,88,60,81,85,87,90,76,C,79.3,good,No,good,computer science
301,Terry,Chen,male,FALSE,1,TRUE,Stock Investor,76,82,70,72,78,60,81,C,74.2,good,No,good,economics
302,Heather,Faulkner,female,FALSE,10,FALSE,Banker,77,62,97,82,74,98,95,A1,85.7,good,Yes,average,economics
303,Wanda,Baxter,female,FALSE,3,FALSE,Accountant,89,81,99,71,67,74,89,A,82.9,excellent,No,excellent,economics
304,Amanda,Davis,female,FALSE,1,TRUE,Government Officer,65,69,66,65,90,76,60,C,69.6,good,No,good,politology
305,Gina,Powell,female,TRUE,10,FALSE,Business Owner,82,55,76,63,70,61,60,B,68.2,good,Yes,average,economics
306,Sabrina,Hall,female,FALSE,3,FALSE,Banker,77,60,61,91,62,78,91,A1,73.6,good,No,good,economics
307,Lauren,Miller,female,FALSE,0,FALSE,Teacher,66,70,88,70,62,70,75,C,71.6,good,No,good,teaching
308,Jessica,Diaz,female,FALSE,5,FALSE,Doctor,90,96,100,87,100,90,89,A,92.9,excellent,Yes,good,healthcare
309,Ashley,Garcia,female,FALSE,2,FALSE,Real Estate Developer,73,87,90,96,61,61,76,B,77.4,good,No,good,economics
310,Miranda,Johnson,female,FALSE,2,FALSE,Software Engineer,89,64,74,97,95,77,88,A1,82.4,good,No,good,computer science
311,Tracy,Johnston,female,TRUE,4,FALSE,Business Owner,72,55,54,62,75,79,96,C,72.3,good,No,good,economics
312,Erik,Butler,male,FALSE,1,FALSE,Scientist,87,90,89,88,93,87,70,C,85.1,excellent,No,excellent,science researching
313,Tiffany,Jones,female,FALSE,4,TRUE,Scientist,75,98,96,85,81,69,90,C,85.1,good,No,good,science researching
314,Brandy,Campbell,female,FALSE,4,FALSE,Teacher,80,85,98,99,92,70,96,C,87.1,excellent,No,excellent,teaching
315,Joel,Hicks,male,FALSE,2,FALSE,Unknown,85,87,87,90,91,91,99,A,89.2,excellent,No,excellent,unknown
316,John,Miller,male,FALSE,4,FALSE,Software Engineer,92,93,74,76,79,65,74,B,80,excellent,No,excellent,computer science
317,Nancy,Jones,female,TRUE,0,FALSE,Unknown,63,60,92,88,90,68,100,B,80.2,good,No,good,unknown
318,Jody,Mueller,female,FALSE,3,FALSE,Game Developer,99,99,87,80,89,78,87,A,88.5,excellent,No,excellent,computer science
319,Steven,Fox,male,FALSE,7,FALSE,Business Owner,87,88,51,96,77,71,61,A1,74,good,Yes,average,economics
320,Taylor,Klein,female,FALSE,4,FALSE,Software Engineer,87,84,62,76,89,83,93,A,79.9,good,No,good,computer science
321,David,Barron,male,TRUE,6,FALSE,Software Engineer,90,75,71,64,97,89,88,A,79.9,good,Yes,average,computer science
322,Kevin,Thompson,male,FALSE,6,FALSE,Doctor,94,83,99,100,94,91,69,C,87.3,excellent,Yes,good,healthcare
323,Andrea,Walters,female,TRUE,5,FALSE,Unknown,86,76,81,83,81,70,65,A1,77.9,good,Yes,average,unknown
324,David,Wright,male,FALSE,3,FALSE,Unknown,96,81,95,78,79,65,86,A1,83.6,excellent,No,excellent,unknown
325,Anthony,Oconnor,male,FALSE,3,FALSE,Unknown,75,69,85,73,79,93,74,C,78.4,good,No,good,unknown
326,Laura,Miller,female,FALSE,1,TRUE,Lawyer,74,92,81,79,74,85,86,B,79.8,good,No,good,law
327,Steven,Barrett,male,FALSE,1,FALSE,Writer,96,91,96,69,70,99,70,C,85.1,excellent,No,excellent,journalism
328,Miranda,Ruiz,female,FALSE,1,TRUE,Government Officer,79,77,62,98,76,99,82,A1,81.3,good,No,good,politology
329,Matthew,Anderson,male,FALSE,2,FALSE,Lawyer,70,88,60,68,66,82,60,A,69.2,good,No,good,law
330,Kenneth,Flores,male,FALSE,5,FALSE,Unknown,79,91,62,87,80,65,94,A1,76.4,good,Yes,average,unknown
331,Sydney,Johnson,female,FALSE,1,FALSE,Software Engineer,91,65,86,66,88,85,60,C,75.1,good,No,good,computer science
332,Carla,Lewis,female,FALSE,1,FALSE,Designer,90,72,78,61,78,88,74,B,77,good,No,good,art
333,Jeffrey,Shannon,male,FALSE,1,FALSE,Construction Engineer,87,100,86,60,80,78,96,C,86.1,good,No,good,computer science
334,Angela,Park,female,FALSE,3,FALSE,Teacher,69,99,78,85,98,86,73,B,84,excellent,No,excellent,teaching
335,Brandon,Smith,male,TRUE,9,FALSE,Business Owner,66,99,50,62,97,60,84,A1,69.4,good,Yes,average,economics
336,Kenneth,Moody,male,FALSE,7,FALSE,Government Officer,65,95,78,65,74,69,63,C,73.6,good,Yes,average,politology
337,Scott,Hughes,male,FALSE,2,FALSE,Government Officer,83,81,88,82,97,83,74,A,84.1,excellent,No,excellent,politology
338,Cody,Jimenez,male,FALSE,1,FALSE,Lawyer,100,89,95,63,67,92,75,A,83.9,good,No,good,law
339,Allen,Farmer,male,FALSE,5,TRUE,Software Engineer,85,70,78,66,69,62,100,B,75,good,Yes,average,computer science
340,James,Young,male,FALSE,9,FALSE,Business Owner,45,98,95,66,84,83,100,C,85.2,average,Yes,below average,economics
341,Laura,Dawson,female,FALSE,5,FALSE,Government Officer,73,75,94,82,71,90,75,A1,81.7,excellent,Yes,good,politology
342,Donald,Carson,male,FALSE,2,FALSE,Game Developer,95,83,96,97,72,77,61,A1,84.9,good,No,good,computer science
343,Wayne,Lane,male,FALSE,8,TRUE,Lawyer,96,95,61,72,71,83,96,B,81.3,good,Yes,average,law
344,Robert,Johnson,male,FALSE,2,FALSE,Construction Engineer,94,72,96,93,93,79,64,C,80.6,good,No,good,computer science
345,Melissa,Le,female,FALSE,1,FALSE,Teacher,92,69,69,60,90,88,95,C,81.5,good,No,good,teaching
346,David,Rice,male,TRUE,10,FALSE,Business Owner,56,52,76,95,54,59,85,A1,66.8,average,Yes,below average,economics
347,Dawn,Gomez,female,TRUE,3,FALSE,Banker,85,74,65,76,100,95,68,B,82.4,excellent,No,excellent,economics
348,Ricky,Nichols,male,FALSE,1,FALSE,Designer,65,90,68,99,74,82,86,C,82.2,excellent,No,excellent,art
349,Henry,Pitts,male,FALSE,1,FALSE,Writer,64,81,95,87,86,91,80,A1,83.4,good,No,good,journalism
350,Christopher,Price,male,FALSE,3,FALSE,Software Engineer,100,88,94,67,62,66,96,B,80.2,good,No,good,computer science
351,Aimee,Adams,female,FALSE,3,FALSE,Teacher,76,64,64,60,75,92,61,B,70.3,good,No,good,teaching
352,Tammy,Barry,female,FALSE,1,FALSE,Game Developer,97,76,91,76,89,60,85,A1,82.2,good,No,good,computer science
353,Ryan,Hull,male,FALSE,1,TRUE,Unknown,95,98,98,83,77,93,83,A1,91.3,excellent,No,excellent,unknown
354,Samuel,Jackson,male,FALSE,4,FALSE,Game Developer,85,64,90,94,68,97,61,A1,83.1,good,No,good,computer science
355,Joshua,Smith,male,FALSE,5,FALSE,Construction Engineer,86,91,96,60,91,73,88,A1,84,good,Yes,average,computer science
356,Sydney,Stevenson,female,FALSE,6,FALSE,Business Owner,100,58,58,100,60,52,82,B,77,good,Yes,average,economics
357,Christopher,Rios,male,FALSE,2,FALSE,Unknown,65,77,66,100,88,77,62,B,78.8,good,No,good,unknown
358,Brenda,Collins,female,FALSE,2,TRUE,Lawyer,71,81,99,74,74,82,67,B,76.7,good,No,good,law
359,Diana,Griffin,female,FALSE,2,FALSE,Government Officer,80,94,97,83,84,77,79,A,85.4,excellent,No,excellent,politology
360,Gary,Gray,male,FALSE,7,TRUE,Construction Engineer,91,76,96,77,99,64,83,B,85.3,good,Yes,average,computer science
361,Kimberly,Torres,female,FALSE,2,FALSE,Software Engineer,91,87,88,82,95,70,87,A1,84.9,excellent,No,excellent,computer science
362,Jeffrey,Booker,male,FALSE,0,FALSE,Software Engineer,100,86,81,100,66,98,97,A1,90.7,excellent,No,excellent,computer science
363,Nicole,Buchanan,female,FALSE,3,FALSE,Teacher,92,79,71,65,99,91,98,C,86.3,excellent,No,excellent,teaching
364,Kristin,Johnson,female,FALSE,7,FALSE,Banker,89,76,95,83,84,96,61,A,85.1,good,Yes,average,economics
365,Emily,Bell,female,FALSE,3,FALSE,Accountant,93,92,92,76,49,93,75,A1,84.8,average,No,average,economics
366,Francis,Nelson,male,FALSE,10,FALSE,Unknown,81,64,67,74,65,94,96,C,79.5,good,Yes,average,unknown
367,Tracy,Harris,male,FALSE,2,FALSE,Designer,70,73,70,67,96,86,89,A1,77.7,good,No,good,art
368,Sheila,Sosa,female,FALSE,2,FALSE,Unknown,61,70,89,97,60,79,79,C,76.3,good,No,good,unknown
369,Ashley,Mendez,female,FALSE,7,FALSE,Business Owner,62,53,78,77,59,95,80,B,70.2,good,Yes,average,economics
370,Matthew,Griffin,male,FALSE,3,FALSE,Stock Investor,83,61,79,99,66,60,76,B,77.2,good,No,good,economics
371,Timothy,Mann,male,FALSE,3,FALSE,Software Engineer,85,96,87,63,69,69,81,A1,79.1,good,No,good,computer science
372,Christine,Foster,female,TRUE,7,FALSE,Business Owner,83,55,87,74,73,77,61,A1,75.7,good,Yes,average,economics
373,Julie,Yates,female,FALSE,2,FALSE,Business Owner,73,95,54,94,99,58,94,A,78.8,good,No,good,economics
374,William,Ballard,male,TRUE,10,TRUE,Business Owner,61,65,73,78,77,97,96,A,75.9,good,Yes,average,economics
375,Kristen,Adams,female,FALSE,5,TRUE,Unknown,77,72,81,63,69,73,80,A,73.6,good,Yes,average,unknown
376,Chelsea,Mitchell,female,FALSE,2,FALSE,Writer,77,87,65,91,71,90,90,C,83.8,excellent,No,excellent,journalism
377,Patrick,Everett,male,FALSE,3,FALSE,Unknown,99,94,94,62,68,79,68,C,80.5,good,No,good,unknown
378,Carla,Parker,female,FALSE,7,FALSE,Unknown,73,69,94,78,76,63,71,C,72.7,good,Yes,average,unknown
379,Casey,Galvan,male,FALSE,1,FALSE,Lawyer,95,89,96,89,60,99,93,C,90.2,good,No,good,law
380,Eric,Moran,male,FALSE,7,TRUE,Unknown,94,79,92,100,93,63,98,B,90.6,good,Yes,average,unknown
381,Tabitha,Hudson,female,FALSE,2,TRUE,Stock Investor,75,83,85,65,76,94,60,A,76.3,good,No,good,economics
382,Lance,Salazar,male,FALSE,2,FALSE,Unknown,66,83,77,91,84,74,62,A1,75.4,good,No,good,unknown
383,Melissa,Williamson,female,TRUE,1,FALSE,Software Engineer,91,79,89,74,79,74,61,A,80.1,good,No,good,computer science
384,James,Castro,male,FALSE,5,FALSE,Unknown,81,61,75,65,90,92,80,C,77.7,good,Yes,average,unknown
385,Joseph,Johnson,male,TRUE,8,FALSE,Business Owner,71,69,69,67,70,78,66,C,70.3,good,Yes,average,economics
386,Gene,Woodward,male,FALSE,4,TRUE,Writer,77,94,97,77,63,98,98,A,85.5,good,No,good,journalism
387,Patricia,Watson,female,FALSE,0,FALSE,Doctor,91,87,93,85,98,85,95,C,90.1,excellent,No,excellent,healthcare
388,John,Carey,male,FALSE,1,FALSE,Scientist,83,98,100,93,100,77,76,A,90.3,excellent,No,excellent,science researching
389,Sara,Cochran,female,FALSE,1,FALSE,Business Owner,75,51,70,84,66,64,88,C,70.1,good,No,good,economics
390,Jamie,Suarez,female,TRUE,3,TRUE,Software Engineer,86,96,68,71,86,94,89,A1,83.8,excellent,No,excellent,computer science
391,Steven,Frazier,male,FALSE,2,FALSE,Doctor,86,88,89,89,98,89,96,A,89.9,excellent,No,excellent,healthcare
392,Nicholas,Hart,male,FALSE,4,TRUE,Software Engineer,85,67,60,82,77,72,72,B,75.9,good,No,good,computer science
393,Cheryl,Arias,female,FALSE,6,FALSE,Writer,62,81,80,88,78,94,85,B,79.6,good,Yes,average,journalism
394,Marc,Brock,male,TRUE,7,FALSE,Business Owner,100,65,67,61,76,58,84,A1,73.6,good,Yes,average,economics
395,Timothy,Perez,male,FALSE,9,FALSE,Business Owner,79,86,97,60,66,74,96,B,76.3,good,Yes,average,economics
396,Courtney,Rodriguez,female,FALSE,1,FALSE,Lawyer,99,97,68,85,86,85,73,A1,84.5,excellent,No,excellent,law
397,Samantha,Clark,female,FALSE,7,FALSE,Business Owner,46,65,97,100,56,73,95,A1,74.8,average,Yes,below average,economics
398,Francisco,Reilly,male,FALSE,0,FALSE,Software Engineer,85,97,88,61,80,80,84,B,80.1,good,No,good,computer science
399,Denise,Young,female,FALSE,2,FALSE,Government Officer,85,68,89,64,79,66,66,A1,75.7,good,No,good,politology
400,Darrell,Williams,male,FALSE,4,FALSE,Software Engineer,85,87,91,63,95,88,62,A,81,good,No,good,computer science
401,Andrew,Smith,male,FALSE,3,FALSE,Stock Investor,99,86,90,100,96,77,60,B,90.3,good,No,good,economics
402,Teresa,Stafford,female,FALSE,1,FALSE,Banker,84,92,63,91,89,92,76,A,82.5,good,No,good,economics
403,Cory,Harris,male,FALSE,4,FALSE,Construction Engineer,85,72,87,72,68,85,78,C,78.2,good,No,good,computer science
404,Douglas,Irwin,male,FALSE,7,FALSE,Software Engineer,100,79,92,92,67,68,72,C,78.9,good,Yes,average,computer science
405,Deborah,Miller,female,FALSE,3,FALSE,Banker,86,61,68,91,60,86,62,A1,75.4,good,No,good,economics
406,Autumn,Hernandez,female,FALSE,5,FALSE,Unknown,79,70,71,95,79,77,68,B,79.2,good,Yes,average,unknown
407,Paul,Serrano,male,FALSE,5,FALSE,Accountant,76,82,76,71,70,89,76,A1,78.1,good,Yes,average,economics
408,Matthew,Griffin,male,TRUE,1,FALSE,Software Engineer,96,63,69,67,69,92,77,B,76.5,good,No,good,computer science
409,Evan,Holmes,male,FALSE,4,TRUE,Software Engineer,100,77,75,74,80,94,74,C,81.9,excellent,No,excellent,computer science
410,Cynthia,Baker,female,FALSE,6,FALSE,Software Engineer,88,84,87,97,94,87,85,A1,88.4,excellent,Yes,good,computer science
411,Sandra,Melendez,female,FALSE,3,FALSE,Software Engineer,96,76,98,89,93,85,75,A1,89.1,excellent,No,excellent,computer science
412,Claudia,Munoz,female,FALSE,5,FALSE,Software Engineer,92,66,96,71,87,89,61,C,77.8,good,Yes,average,computer science
413,Christopher,Nguyen,male,FALSE,2,TRUE,Doctor,87,93,99,100,97,92,90,B,94.2,excellent,No,excellent,healthcare
414,David,Jennings,male,FALSE,3,FALSE,Accountant,95,82,74,87,36,61,88,A,77.9,average,No,average,economics
415,Joel,Morris,male,TRUE,6,FALSE,Business Owner,44,76,56,71,66,54,91,C,67.9,average,Yes,below average,economics
416,Rhonda,Bradley,female,FALSE,3,FALSE,Banker,78,89,68,63,81,92,97,A,77.7,good,No,good,economics
417,Melissa,Brown,female,FALSE,4,FALSE,Accountant,95,78,93,85,48,68,75,C,76.3,average,No,average,economics
418,Matthew,Kramer,male,TRUE,7,FALSE,Business Owner,57,56,53,75,98,92,73,B,73.4,good,Yes,average,economics
